Title,Date,Rating,Review
Lackluster veggie options,2025-05-14,3,"Their vegetable toppings lacked freshness and flavor - the mushrooms were clearly canned, the peppers were soft and faded, and the onions were sparse. Disappointing for a place that advertises farm-fresh ingredients."
Amazing Detroit-style,2025-03-03,5,"Their Detroit-style square pizza is incredible - crispy cheese edges, fluffy interior, and those corner pieces are to die for! The pepperoni cup and char perfectly. Worth the 30-minute wait."
Perfect for dietary restrictions,2023-05-02,5,"As someone with multiple food allergies, I appreciate that they take dietary concerns seriously. Their allergen matrix is comprehensive, staff is knowledgeable, and they have proper protocols to prevent cross-contamination. Finally can enjoy pizza safely!"
Perfect for big groups,2025-03-17,5,"We had a party of 12 and they accommodated us perfectly. Their 20-inch shareable pizzas are great for groups, and they were happy to do half-and-half toppings to please everyone. Service was impressively coordinated."
Excellent wine pairings,2023-01-12,5,"Their curated wine list is designed specifically to pair with their pizzas, and the staff is knowledgeable about suggesting the perfect match. The house red with their sausage pizza is a transcendent combination."
False advertising on size,2023-06-18,2,"Their menu clearly states that a large pizza is 16 inches, but what we received couldn't have been more than 14 inches. When questioned, they claimed their menu was outdated but refused any adjustment."
All style no substance,2023-11-09,3,"The restaurant looks trendy and their branding is cool, but the pizza itself is just average. Seems like they invested more in Instagram-worthy décor than in developing a distinctive, delicious product."
Outstanding wood-fired perfection,2024-11-17,5,The wood-fired oven gives their pizza a distinctive smoky complexity you can't get any other way. The slight char adds bitterness that balances the sweetness of the sauce perfectly. Worth seeking out for this unique flavor profile.
Authentic coal-fired perfection,2024-08-19,5,Their coal-fired oven gives the pizza a distinctive char and smoky flavor that's impossible to replicate any other way. The slight bitterness of the charred spots perfectly balances the sweetness of the sauce.
Inconsistent quality,2025-05-08,3,I've been here three times. First visit: amazing. Second: terrible. Third: just okay. Seems like it really depends on who's working that day. Wish they could maintain better quality control.
Phenomenal crust,2024-01-01,5,"Whatever they do to their dough is magical - it's got that perfect combination of crispy and chewy with a slight sourdough tang. I could eat their plain crust by itself, it's that good."
Stale-tasting crust,2023-12-09,2,"The crust had a stale, almost cardboard-like quality that suggests either old dough or old flour. Fresh ingredients on top couldn't compensate for the foundation being off."
Phenomenal crust,2024-09-01,5,"Whatever they do to their dough is magical - it's got that perfect combination of crispy and chewy with a slight sourdough tang. I could eat their plain crust by itself, it's that good."
Great gluten-free option,2024-03-28,4,"As someone with celiac disease, finding good gluten-free pizza is a challenge. Their cauliflower crust was one of the best I've had - doesn't fall apart and has a nice flavor. Toppings were generous too."
Too salty,2024-08-17,2,"Everything I tried was oversalted - the crust, the sauce, and especially the cheese. It was like they were trying to ensure you'd order more drinks. Couldn't finish my pizza and was thirsty all night."
Perfect niche for Roman-style pizza,2025-05-30,5,"Their Roman-style pizza al taglio (rectangular, with a focaccia-like base) is a welcome alternative to the usual round pies. The airy, light crust holds up wonderfully to the creative topping combinations. A distinctive option in a crowded pizza market."
Perfect for late-night cravings,2023-06-30,5,"Open until 3am on weekends, this place has saved many late nights. The slices are huge, they reheat them perfectly so they're crispy, and their special late-night menu items are creative and delicious."
Lackluster veggie options,2023-06-01,3,"Their vegetable toppings lacked freshness and flavor - the mushrooms were clearly canned, the peppers were soft and faded, and the onions were sparse. Disappointing for a place that advertises farm-fresh ingredients."
Doughy and undercooked,2023-01-12,2,"The crust was still doughy and pale. When I mentioned it, they said that's their style, but it just seemed undercooked. The toppings were sliding off because there was no structure to hold them."
Perfect for late-night cravings,2023-07-03,5,"Open until 3am on weekends, this place has saved many late nights. The slices are huge, they reheat them perfectly so they're crispy, and their special late-night menu items are creative and delicious."
Burned mouth on first bite,2024-10-09,2,"They served the pizza dangerously hot - barely out of the oven with no time to cool. Severely burned the roof of my mouth on the first bite, which ruined the rest of the meal and my next few days."
New owners ruined it,2023-01-18,2,"This used to be our favorite place, but it changed hands three months ago and it's not the same. The dough doesn't have the same flavor, the sauce is too sweet now, and they seem to use lower quality cheese."
Phenomenal crust,2024-04-15,5,"Whatever they do to their dough is magical - it's got that perfect combination of crispy and chewy with a slight sourdough tang. I could eat their plain crust by itself, it's that good."
Perfect balance of herbs in the sauce,2024-01-13,5,"Their sauce has a complex herb profile that evolves as you eat - initial notes of basil give way to oregano, with subtle garlic and a hint of fennel in the finish. Clearly made by someone who understands flavor development."
Sauce like ketchup,2025-03-08,2,"The sauce was suspiciously sweet and one-dimensional, reminiscent of ketchup rather than a proper pizza sauce. No evidence of herbs, garlic, or any complexity. Ruined what otherwise could have been a decent pizza."
Outstanding breakfast pizza,2024-04-02,5,"Their brunch pizza with bacon, eggs, and hollandaise sauce is incredible. The eggs are perfectly cooked with runny yolks that create a rich sauce when broken. Worth waking up early for weekend brunch!"
Crust like cardboard,2024-05-11,2,"The crust had all the flavor and texture of packing material - dry, tough, and completely devoid of character. Even the decent toppings couldn't save it. The foundation of good pizza is good dough, and this wasn't it."
